transactionId,fileHeaderDate,accountNumber,transactionCode,batchLocation,batchNumber,updateDate,relatedFile,actionNarration,relatedFile2,doNotReport,explanation,minorAsset,owningPort,posterInitials,transactionAmount,cashEffect,cashPaid,brokerNumber,oldBalance,newBalance
TXN000442,20260125,ACC170302,10,PUN,459373,20260126,44866226.65,ADJ,N,Y,AUTO-GEN,83,55896,RM,1628.26,10423.3,0,45750,2075973.1599999992,2077601.4199999992
TXN000443,20251216,ACC405161,49,DEL,457002,20251219,43960126.03,POST,Y,Y,AUTO-GEN,43,55811,RM,2923.34,28931.5,0,45327,2077601.4199999992,2080524.7599999993
TXN000444,20250627,ACC144660,49,HYD,451656,20250702,44858474.25,POST,Y,N,AUTO-GEN,83,55781,RM,-935.01,11084.8,1,45700,2080524.7599999993,2079589.7499999993
TXN000445,20251103,ACC570701,13,CHE,454814,20251103,40382965.72,POST,N,N,AUTO-GEN,86,55335,RS,-222.9,26955.9,1,45948,2079589.7499999993,2079366.8499999994
TXN000446,20250926,ACC169061,20,HYD,457354,20250928,47333751.18,ADJ,N,N,AUTO-GEN,35,55909,RS,-2770.06,8484.5,0,45406,2079366.8499999994,2076596.7899999993
TXN000447,20260316,ACC361133,13,CHE,456825,20260317,49481188.81,ADJ,N,Y,AUTO-GEN,95,55086,RS,-891.5,25022.3,0,45972,2076596.7899999993,2075705.2899999993
TXN000448,20260214,ACC309261,10,HYD,454823,20260218,44483631.99,ADJ,N,Y,AUTO-GEN,21,55666,RS,3021.24,14860.9,1,45201,2075705.2899999993,2078726.5299999993
TXN000449,20251113,ACC591445,20,HYD,455279,20251117,46440195.05,ADJ,Y,Y,AUTO-GEN,57,55314,RM,-2704.8,23540.3,1,45167,2078726.5299999993,2076021.7299999993
TXN000450,20250501,ACC758177,10,HYD,455911,20250506,43915334.44,ADJ,N,N,AUTO-GEN,89,55066,RM,-928.67,19847.6,0,45993,2076021.7299999993,2075093.0599999994
TXN000451,20251003,ACC377856,78,DEL,452158,20251004,45358521.28,POST,Y,N,AUTO-GEN,40,55246,RM,4247.77,11121.6,0,45899,2075093.0599999994,2079340.8299999994
TXN000452,20250920,ACC753760,20,HYD,458040,20250925,45424116.98,ADJ,N,Y,AUTO-GEN,10,55151,RM,-1878.4,22845.1,1,45977,2079340.8299999994,2077462.4299999995
TXN000453,20250901,ACC909566,13,CHE,454495,20250902,42548757.84,POST,Y,N,AUTO-GEN,91,55553,RS,-761.87,15916.9,0,45246,2077462.4299999995,2076700.5599999994
TXN000454,20251108,ACC371890,78,CHE,458729,20251111,47959963.77,POST,N,N,AUTO-GEN,26,55560,RM,2382.35,6484.5,0,45729,2076700.5599999994,2079082.9099999995
TXN000455,20260318,ACC363207,49,CHE,451102,20260323,42681337.05,ADJ,Y,N,AUTO-GEN,60,55735,RM,30.43,12247.0,0,45306,2079082.9099999995,2079113.3399999994
TXN000456,20251114,ACC552511,78,PUN,457872,20251116,46700182.84,POST,N,Y,AUTO-GEN,92,55812,RM,3314.43,23828.9,0,45007,2079113.3399999994,2082427.7699999993
TXN000457,20250527,ACC105143,13,HYD,450351,20250529,46022486.08,ADJ,N,Y,AUTO-GEN,93,55027,RS,4525.73,29303.0,0,45757,2082427.7699999993,2086953.4999999993
TXN000458,20250719,ACC194324,20,DEL,451281,20250719,48327695.57,POST,N,Y,AUTO-GEN,81,55992,RM,-4409.79,10653.3,1,45771,2086953.4999999993,2082543.7099999993
TXN000459,20251006,ACC703812,13,MUM,454062,20251010,47358257.63,ADJ,Y,N,AUTO-GEN,47,55086,RS,-808.87,30874.8,0,45253,2082543.7099999993,2081734.8399999992
TXN000460,20251122,ACC318733,10,PUN,456650,20251124,41657638.96,POST,Y,N,AUTO-GEN,26,55901,RM,152.47,13497.5,1,45190,2081734.8399999992,2081887.3099999991
TXN000461,20251106,ACC652730,13,HYD,458844,20251108,43483318.34,POST,Y,Y,AUTO-GEN,86,55624,RS,334.04,39437.3,0,45676,2081887.3099999991,2082221.3499999992
TXN000462,20250812,ACC761097,49,MUM,457386,20250815,48389484.02,POST,Y,N,AUTO-GEN,60,55475,RS,3326.21,6681.8,0,45722,2082221.3499999992,2085547.5599999991
TXN000463,20260323,ACC125822,10,HYD,456498,20260325,40525143.15,ADJ,N,Y,AUTO-GEN,92,55195,RM,-3110.55,37617.3,1,45260,2085547.5599999991,2082437.009999999
TXN000464,20260308,ACC290587,20,PUN,452232,20260312,49772347.19,ADJ,N,Y,AUTO-GEN,18,55752,RS,-4664.9,9793.1,1,45248,2082437.009999999,2077772.1099999992
TXN000465,20250722,ACC266269,49,DEL,450292,20250726,48905578.7,POST,Y,N,AUTO-GEN,93,55581,RS,-4553.58,30598.7,0,45797,2077772.1099999992,2073218.529999999
TXN000466,20250922,ACC533677,78,CHE,450218,20250926,49911464.88,ADJ,N,N,AUTO-GEN,61,55505,RM,2574.93,23233.8,0,45983,2073218.529999999,2075793.459999999
TXN000467,20250802,ACC702346,13,PUN,454868,20250802,43517969.61,POST,N,Y,AUTO-GEN,57,55495,RM,4209.16,32174.8,0,45523,2075793.459999999,2080002.619999999
TXN000468,20250528,ACC240951,10,PUN,457693,20250528,45697644.6,POST,Y,Y,AUTO-GEN,66,55011,RS,791.21,35454.1,0,45896,2080002.619999999,2080793.829999999
TXN000469,20250620,ACC159875,20,PUN,456674,20250625,48795159.2,POST,Y,Y,AUTO-GEN,95,55905,RM,-4137.92,34676.0,1,45334,2080793.829999999,2076655.909999999
TXN000470,20251201,ACC324605,19,DEL,453951,20251204,46815355.54,POST,N,N,AUTO-GEN,76,55413,RM,-4411.05,19365.9,0,45645,2076655.909999999,2072244.859999999
TXN000471,20251128,ACC881504,10,MUM,452880,20251128,48772701.0,ADJ,N,Y,AUTO-GEN,16,55556,RM,2715.59,21685.1,1,45591,2072244.859999999,2074960.449999999
TXN000472,20251212,ACC476670,20,HYD,452596,20251213,46477541.42,ADJ,Y,Y,AUTO-GEN,94,55784,RM,4228.4,31754.1,0,45235,2074960.449999999,2079188.849999999
TXN000473,20260306,ACC833170,10,MUM,455605,20260306,41249739.13,POST,Y,N,AUTO-GEN,38,55252,RS,1985.29,29519.4,0,45222,2079188.849999999,2081174.139999999
TXN000474,20260326,ACC934854,78,HYD,456835,20260328,43485145.87,POST,N,N,AUTO-GEN,71,55806,RM,-1285.56,31426.0,1,45503,2081174.139999999,2079888.579999999
TXN000475,20260303,ACC499809,20,MUM,454106,20260306,48268195.2,POST,Y,Y,AUTO-GEN,70,55468,RM,-878.32,19249.7,0,45602,2079888.579999999,2079010.2599999988
TXN000476,20250501,ACC432233,13,DEL,453500,20250505,48880579.57,POST,Y,N,AUTO-GEN,19,55231,RS,-1739.44,25964.3,0,45003,2079010.2599999988,2077270.819999999
TXN000477,20260210,ACC975110,20,PUN,454646,20260210,48828522.42,ADJ,Y,N,AUTO-GEN,21,55659,RM,298.36,34903.9,0,45749,2077270.819999999,2077569.179999999
TXN000478,20260201,ACC790336,10,MUM,451872,20260203,44300075.43,ADJ,Y,Y,AUTO-GEN,51,55741,RS,-4943.1,37881.2,0,45480,2077569.179999999,2072626.079999999
TXN000479,20250425,ACC469642,13,CHE,458765,20250430,42216161.6,ADJ,N,N,AUTO-GEN,88,55122,RS,998.16,9717.8,0,45395,2072626.079999999,2073624.2399999988
TXN000480,20260129,ACC597808,49,DEL,453284,20260131,48840866.22,ADJ,Y,Y,AUTO-GEN,66,55418,RM,3678.95,34450.6,0,45577,2073624.2399999988,2077303.1899999988
TXN000481,20251222,ACC415261,49,PUN,457399,20251223,49619842.07,POST,Y,Y,AUTO-GEN,31,55567,RM,-3760.48,4648.8,1,45034,2077303.1899999988,2073542.7099999988
TXN000482,20250711,ACC131667,19,HYD,458872,20250712,40946859.8,POST,N,N,AUTO-GEN,43,55875,RM,-2199.74,18176.9,0,45893,2073542.7099999988,2071342.9699999988
TXN000483,20260120,ACC991571,78,PUN,451272,20260124,45793683.85,ADJ,N,N,AUTO-GEN,92,55551,RS,-2161.5,22140.2,1,45347,2071342.9699999988,2069181.4699999988
TXN000484,20260325,ACC914200,49,HYD,452461,20260325,42639699.47,POST,N,N,AUTO-GEN,91,55303,RM,-2068.09,20376.6,0,45625,2069181.4699999988,2067113.3799999987
TXN000485,20250502,ACC346761,19,CHE,455511,20250507,46168591.29,POST,N,N,AUTO-GEN,18,55653,RM,3573.91,35197.0,0,45183,2067113.3799999987,2070687.2899999986
TXN000486,20251102,ACC898756,13,HYD,457831,20251102,49231290.91,ADJ,Y,Y,AUTO-GEN,65,55123,RM,-4685.01,39598.1,0,45092,2070687.2899999986,2066002.2799999986
TXN000487,20260203,ACC904666,78,PUN,458348,20260207,49035413.02,POST,Y,Y,AUTO-GEN,17,55289,RS,671.69,4699.4,0,45205,2066002.2799999986,2066673.9699999986
TXN000488,20250603,ACC338748,78,MUM,458160,20250603,42302781.47,ADJ,N,N,AUTO-GEN,66,55432,RS,539.43,25562.1,1,45902,2066673.9699999986,2067213.3999999985
TXN000489,20250810,ACC867627,49,PUN,456006,20250815,41679861.82,ADJ,N,N,AUTO-GEN,60,55021,RS,-2891.33,10907.7,0,45355,2067213.3999999985,2064322.0699999984
TXN000490,20250620,ACC416090,49,MUM,452152,20250624,46913592.43,POST,N,Y,AUTO-GEN,39,55974,RM,-2826.32,20156.2,1,45270,2064322.0699999984,2061495.7499999984
TXN000491,20250812,ACC474199,49,PUN,451289,20250814,42301899.94,ADJ,Y,Y,AUTO-GEN,77,55086,RM,-464.75,28986.4,0,45676,2061495.7499999984,2061030.9999999984
TXN000492,20260111,ACC425526,78,DEL,451970,20260116,47459589.45,ADJ,N,N,AUTO-GEN,75,55741,RM,-55.85,16696.2,1,45814,2061030.9999999984,2060975.1499999983
TXN000493,20251010,ACC841183,78,CHE,459365,20251012,43634344.45,ADJ,N,N,AUTO-GEN,52,55590,RM,3954.44,23743.5,0,45093,2060975.1499999983,2064929.5899999982
TXN000494,20260220,ACC938262,19,HYD,455374,20260223,49068238.4,POST,N,Y,AUTO-GEN,93,55204,RS,-1994.29,31973.0,0,45792,2064929.5899999982,2062935.2999999982
TXN000495,20250902,ACC808116,78,DEL,455243,20250905,49838645.5,POST,N,N,AUTO-GEN,13,55096,RM,-4385.29,25519.7,1,45000,2062935.2999999982,2058550.0099999981
TXN000496,20250620,ACC111709,19,DEL,458717,20250622,41809516.66,POST,N,N,AUTO-GEN,95,55065,RM,-4074.13,33471.1,0,45074,2058550.0099999981,2054475.8799999983
TXN000497,20250629,ACC842384,20,CHE,453951,20250704,46609270.24,ADJ,N,N,AUTO-GEN,90,55988,RS,3646.27,33611.1,1,45356,2054475.8799999983,2058122.1499999983
TXN000498,20260111,ACC862923,13,DEL,455822,20260114,47874600.02,ADJ,N,N,AUTO-GEN,19,55232,RS,-2798.88,2405.0,1,45688,2058122.1499999983,2055323.2699999984
TXN000499,20251201,ACC618916,20,MUM,452223,20251201,44736999.59,POST,N,Y,AUTO-GEN,29,55521,RS,-2261.86,31865.2,0,45592,2055323.2699999984,2053061.4099999983
TXN000500,20251227,ACC215521,78,DEL,457676,20251229,46225477.45,POST,Y,N,AUTO-GEN,22,55218,RM,-2762.62,4666.3,0,45259,2053061.4099999983,2050298.7899999982
TXN000501,20250825,ACC698653,20,HYD,453940,20250825,48903041.27,ADJ,Y,N,AUTO-GEN,34,55672,RM,-2293.04,3676.5,0,45794,2050298.7899999982,2048005.7499999981
TXN000502,20250920,ACC189652,78,MUM,457451,20250925,48940365.32,POST,Y,Y,AUTO-GEN,27,55379,RS,413.62,39500.6,1,45210,2048005.7499999981,2048419.3699999982
TXN000503,20250630,ACC278249,78,MUM,456618,20250704,45514609.55,POST,Y,Y,AUTO-GEN,78,55755,RS,3516.45,30119.3,0,45756,2048419.3699999982,2051935.8199999982
TXN000504,20250523,ACC634318,78,DEL,450461,20250526,40572078.69,ADJ,Y,Y,AUTO-GEN,40,55082,RS,-2469.9,8116.4,0,45636,2051935.8199999982,2049465.9199999983
TXN000505,20251203,ACC599205,20,CHE,456463,20251207,47017247.74,POST,N,Y,AUTO-GEN,89,55580,RM,-2228.66,10353.0,0,45186,2049465.9199999983,2047237.2599999984
TXN000506,20250807,ACC731649,10,CHE,450821,20250812,48792943.73,ADJ,Y,Y,AUTO-GEN,71,55052,RS,3568.44,33501.2,0,45180,2047237.2599999984,2050805.6999999983
TXN000507,20260318,ACC840860,78,PUN,455014,20260322,41710501.33,ADJ,Y,Y,AUTO-GEN,43,55427,RS,-2642.24,39885.9,0,45839,2050805.6999999983,2048163.4599999983
TXN000508,20250612,ACC577156,19,HYD,457514,20250616,47456754.11,ADJ,Y,N,AUTO-GEN,39,55839,RS,2111.01,14101.9,0,45769,2048163.4599999983,2050274.4699999983
TXN000509,20250828,ACC742213,78,DEL,457127,20250831,45241566.27,POST,N,Y,AUTO-GEN,26,55383,RS,3646.01,8363.7,1,45035,2050274.4699999983,2053920.4799999984
TXN000510,20250617,ACC650182,19,HYD,459516,20250621,47145196.5,POST,N,N,AUTO-GEN,24,55107,RM,-4861.45,1950.6,0,45759,2053920.4799999984,2049059.0299999984
TXN000511,20260123,ACC769508,19,CHE,451674,20260127,47011908.6,ADJ,N,Y,AUTO-GEN,50,55101,RS,735.05,29268.0,1,45674,2049059.0299999984,2049794.0799999984
TXN000512,20250830,ACC935052,20,HYD,452135,20250830,46066359.92,POST,N,N,AUTO-GEN,64,55917,RM,2216.1,16916.0,0,45681,2049794.0799999984,2052010.1799999985
TXN000513,20250516,ACC477259,20,PUN,452094,20250516,49524065.04,ADJ,Y,Y,AUTO-GEN,12,55209,RS,2074.66,14628.9,0,45140,2052010.1799999985,2054084.8399999985
TXN000514,20250708,ACC681136,20,CHE,450972,20250713,45910518.97,POST,N,Y,AUTO-GEN,14,55443,RM,-378.55,33442.4,0,45192,2054084.8399999985,2053706.2899999984
TXN000515,20260107,ACC154355,19,PUN,459859,20260112,46315193.12,POST,N,Y,AUTO-GEN,31,55184,RM,-1477.51,34568.0,0,45706,2053706.2899999984,2052228.7799999984
TXN000516,20260123,ACC296020,13,DEL,450838,20260128,47426052.09,POST,Y,N,AUTO-GEN,63,55152,RS,2592.42,20924.0,0,45957,2052228.7799999984,2054821.1999999983
TXN000517,20260128,ACC429593,20,DEL,457875,20260131,41870333.66,POST,Y,Y,AUTO-GEN,99,55046,RS,3637.86,37315.4,0,45578,2054821.1999999983,2058459.0599999984
TXN000518,20251009,ACC403593,78,PUN,455607,20251011,47224077.86,ADJ,N,Y,AUTO-GEN,30,55180,RS,3062.09,33523.4,0,45278,2058459.0599999984,2061521.1499999985
TXN000519,20250414,ACC260358,49,PUN,455684,20250419,45231451.2,POST,Y,N,AUTO-GEN,51,55886,RM,-184.53,30650.2,1,45366,2061521.1499999985,2061336.6199999985
TXN000520,20250807,ACC206427,49,CHE,457229,20250810,47565578.53,POST,Y,N,AUTO-GEN,82,55406,RS,3438.66,21728.6,0,45958,2061336.6199999985,2064775.2799999984
TXN000521,20251103,ACC905557,49,MUM,455770,20251105,49467811.32,ADJ,N,N,AUTO-GEN,24,55789,RM,-2501.74,11919.7,0,45104,2064775.2799999984,2062273.5399999984
TXN000522,20250804,ACC573404,78,CHE,452487,20250806,45452786.36,POST,N,N,AUTO-GEN,87,55713,RS,1599.29,8381.8,0,45087,2062273.5399999984,2063872.8299999984
TXN000523,20250526,ACC253392,13,DEL,457404,20250526,45272388.57,POST,N,N,AUTO-GEN,100,55937,RM,-4025.25,18729.1,0,45800,2063872.8299999984,2059847.5799999984
TXN000524,20260122,ACC159311,10,HYD,453629,20260127,49860027.0,POST,N,N,AUTO-GEN,40,55332,RM,3150.82,24760.6,0,45797,2059847.5799999984,2062998.3999999985
TXN000525,20260325,ACC879804,20,HYD,450470,20260329,46146125.26,ADJ,N,N,AUTO-GEN,63,55581,RM,-4574.42,35932.8,0,45468,2062998.3999999985,2058423.9799999986
TXN000526,20250404,ACC874389,19,DEL,453503,20250405,46823906.05,ADJ,Y,Y,AUTO-GEN,23,55994,RS,-1920.77,15708.2,0,45808,2058423.9799999986,2056503.2099999986
TXN000527,20251019,ACC787082,13,MUM,455478,20251024,42894409.61,ADJ,N,N,AUTO-GEN,68,55664,RS,1844.35,18123.6,0,45603,2056503.2099999986,2058347.5599999987
TXN000528,20251104,ACC386082,10,DEL,454698,20251106,42186986.53,POST,Y,Y,AUTO-GEN,18,55113,RM,-3008.99,34366.4,0,45967,2058347.5599999987,2055338.5699999987
TXN000529,20251202,ACC957622,13,PUN,457013,20251204,46566404.68,POST,N,Y,AUTO-GEN,40,55761,RM,-1082.15,4630.9,1,45186,2055338.5699999987,2054256.4199999988
TXN000530,20250519,ACC305978,10,PUN,452374,20250523,46172332.78,POST,N,Y,AUTO-GEN,33,55345,RS,-1409.83,38428.5,0,45702,2054256.4199999988,2052846.5899999987
TXN000531,20260112,ACC445068,20,HYD,452026,20260115,41988683.27,ADJ,Y,Y,AUTO-GEN,27,55007,RM,-2581.37,27703.4,0,45825,2052846.5899999987,2050265.2199999986
TXN000532,20260120,ACC762287,19,PUN,454565,20260124,43780772.86,ADJ,N,Y,AUTO-GEN,86,55772,RM,3182.63,20052.6,0,45840,2050265.2199999986,2053447.8499999985
TXN000533,20260220,ACC572880,13,MUM,456203,20260220,40337056.82,POST,N,N,AUTO-GEN,44,55615,RM,1982.75,20750.4,0,45073,2053447.8499999985,2055430.5999999985
TXN000534,20250829,ACC419456,13,PUN,455109,20250903,45012412.26,ADJ,Y,N,AUTO-GEN,65,55300,RS,1357.65,21014.8,0,45249,2055430.5999999985,2056788.2499999984
TXN000535,20260126,ACC687551,19,PUN,450107,20260131,40649387.2,POST,Y,Y,AUTO-GEN,70,55590,RS,1691.31,35600.9,1,45829,2056788.2499999984,2058479.5599999984
TXN000536,20251211,ACC758411,19,PUN,459496,20251212,45028778.27,ADJ,Y,N,AUTO-GEN,90,55494,RM,3442.2,25774.9,0,45083,2058479.5599999984,2061921.7599999984
TXN000537,20251225,ACC945223,13,PUN,456394,20251229,48231378.65,ADJ,Y,N,AUTO-GEN,97,55035,RS,-1231.85,13003.5,0,45275,2061921.7599999984,2060689.9099999983
TXN000538,20251019,ACC514426,78,HYD,457450,20251019,41852670.57,ADJ,N,N,AUTO-GEN,74,55269,RS,-2851.01,9063.7,1,45597,2060689.9099999983,2057838.8999999983
TXN000539,20251218,ACC236307,49,HYD,454911,20251220,46661239.36,ADJ,Y,Y,AUTO-GEN,16,55396,RM,-2858.4,8839.9,0,45678,2057838.8999999983,2054980.4999999984
TXN000540,20250919,ACC616658,49,PUN,458887,20250923,47297593.54,POST,N,N,AUTO-GEN,20,55816,RS,1959.27,26855.6,1,45338,2054980.4999999984,2056939.7699999984
TXN000541,20251015,ACC119231,78,PUN,454142,20251019,42544449.5,ADJ,Y,N,AUTO-GEN,17,55891,RM,-4315.95,9552.5,0,45905,2056939.7699999984,2052623.8199999984
TXN000542,20250714,ACC485616,13,PUN,450238,20250718,43976107.32,POST,Y,Y,AUTO-GEN,28,55325,RS,-3754.15,12675.9,0,45502,2052623.8199999984,2048869.6699999985
TXN000543,20250806,ACC633280,10,DEL,459415,20250808,48387449.11,POST,Y,Y,AUTO-GEN,23,55323,RM,2270.41,5196.9,1,45303,2048869.6699999985,2051140.0799999984
TXN000544,20250521,ACC909746,13,MUM,453798,20250525,45279844.22,POST,Y,Y,AUTO-GEN,93,55719,RM,1427.49,7069.1,0,45022,2051140.0799999984,2052567.5699999984
TXN000545,20250428,ACC467498,49,PUN,458177,20250430,45520043.85,POST,N,Y,AUTO-GEN,38,55117,RM,-1071.9,17572.0,0,45023,2052567.5699999984,2051495.6699999985
TXN000546,20250722,ACC621358,49,PUN,455692,20250722,44791885.49,ADJ,N,Y,AUTO-GEN,26,55372,RM,2543.91,21468.7,0,45141,2051495.6699999985,2054039.5799999984
TXN000547,20251219,ACC733174,19,CHE,451697,20251221,40693265.65,ADJ,N,Y,AUTO-GEN,70,55894,RS,-1840.59,28673.1,0,45616,2054039.5799999984,2052198.9899999984
TXN000548,20250514,ACC627159,49,PUN,453427,20250518,44433357.95,POST,Y,Y,AUTO-GEN,95,55156,RM,-2677.13,3607.5,1,45915,2052198.9899999984,2049521.8599999985
TXN000549,20250710,ACC784230,19,CHE,455038,20250714,43154636.82,POST,Y,N,AUTO-GEN,48,55679,RM,2735.34,14186.6,0,45136,2049521.8599999985,2052257.1999999986
TXN000550,20250510,ACC986466,49,MUM,459846,20250511,43751623.74,ADJ,Y,N,AUTO-GEN,58,55274,RS,-929.27,13261.1,0,45751,2052257.1999999986,2051327.9299999985
TXN000551,20250623,ACC206146,19,MUM,454306,20250626,40331346.97,ADJ,N,Y,AUTO-GEN,91,55487,RS,-2004.88,18186.2,0,45354,2051327.9299999985,2049323.0499999986
TXN000552,20260104,ACC744178,13,PUN,453089,20260105,45411439.61,POST,Y,Y,AUTO-GEN,64,55999,RS,-1937.51,13282.5,0,45004,2049323.0499999986,2047385.5399999986
TXN000553,20250925,ACC378613,10,CHE,454604,20250926,49927697.38,POST,N,N,AUTO-GEN,12,55227,RS,-3496.0,37531.5,1,45055,2047385.5399999986,2043889.5399999986
TXN000554,20251002,ACC537214,20,PUN,456766,20251003,43093911.09,ADJ,N,N,AUTO-GEN,67,55998,RS,-880.14,27684.4,0,45366,2043889.5399999986,2043009.3999999987
TXN000555,20250911,ACC547079,49,DEL,450010,20250913,41169477.05,POST,N,Y,AUTO-GEN,99,55016,RM,-4273.1,17489.5,1,45620,2043009.3999999987,2038736.2999999986
TXN000556,20250518,ACC852198,49,CHE,453231,20250523,40257544.64,POST,Y,Y,AUTO-GEN,24,55219,RM,-4108.38,38001.1,0,45784,2038736.2999999986,2034627.9199999988
TXN000557,20251119,ACC136891,10,HYD,459739,20251120,45384625.54,ADJ,N,N,AUTO-GEN,28,55901,RM,1794.3,1840.8,0,45630,2034627.9199999988,2036422.2199999988
TXN000558,20250506,ACC817465,49,HYD,457195,20250507,44673544.79,ADJ,N,N,AUTO-GEN,34,55313,RM,2194.99,17196.9,0,45895,2036422.2199999988,2038617.2099999988
TXN000559,20250809,ACC591943,13,DEL,454180,20250812,46261791.64,ADJ,Y,Y,AUTO-GEN,58,55000,RM,-1989.67,32468.1,0,45768,2038617.2099999988,2036627.5399999989
TXN000560,20251013,ACC616042,10,PUN,457020,20251014,48449272.07,ADJ,Y,Y,AUTO-GEN,16,55357,RM,2159.1,16887.1,0,45603,2036627.5399999989,2038786.639999999
TXN000561,20250918,ACC136917,13,HYD,450896,20250921,48426526.5,POST,Y,Y,AUTO-GEN,18,55159,RM,2190.29,13069.1,0,45282,2038786.639999999,2040976.929999999
TXN000562,20260209,ACC571206,20,PUN,450840,20260210,45883090.33,ADJ,Y,Y,AUTO-GEN,18,55711,RS,-615.1,12486.7,0,45100,2040976.929999999,2040361.829999999
TXN000563,20250525,ACC421616,78,CHE,455932,20250530,43976747.13,ADJ,Y,N,AUTO-GEN,78,55124,RM,-1154.74,22335.6,0,45666,2040361.829999999,2039207.089999999
TXN000564,20251031,ACC376137,49,MUM,450508,20251103,42921403.85,POST,Y,Y,AUTO-GEN,50,55215,RS,-2326.24,15464.4,1,45879,2039207.089999999,2036880.849999999
TXN000565,20250721,ACC153813,49,HYD,453158,20250724,48807276.96,POST,Y,N,AUTO-GEN,39,55397,RM,-2496.04,38045.2,0,45973,2036880.849999999,2034384.809999999
TXN000566,20260209,ACC518860,10,CHE,459181,20260210,47593436.13,POST,Y,N,AUTO-GEN,60,55966,RS,-2250.29,1477.4,0,45785,2034384.809999999,2032134.5199999989
TXN000567,20250606,ACC108453,78,CHE,454255,20250610,49125632.4,POST,N,Y,AUTO-GEN,91,55277,RS,86.54,24328.7,0,45374,2032134.5199999989,2032221.059999999
TXN000568,20260202,ACC400387,13,PUN,458123,20260202,47244452.6,POST,Y,Y,AUTO-GEN,71,55319,RM,4241.47,9727.3,0,45747,2032221.059999999,2036462.5299999989
TXN000569,20250516,ACC535594,13,CHE,458876,20250520,40773101.77,ADJ,N,N,AUTO-GEN,52,55644,RS,-2064.28,6474.6,0,45302,2036462.5299999989,2034398.2499999988
TXN000570,20250904,ACC191622,20,PUN,454242,20250909,46450841.78,POST,Y,N,AUTO-GEN,39,55658,RS,4225.7,11763.6,0,45451,2034398.2499999988,2038623.9499999988
TXN000571,20250414,ACC424313,13,HYD,457032,20250419,40922664.67,ADJ,Y,Y,AUTO-GEN,46,55247,RS,-3803.35,12940.0,0,45082,2038623.9499999988,2034820.5999999987
TXN000572,20260315,ACC968479,49,DEL,458022,20260315,43918552.6,POST,N,N,AUTO-GEN,100,55885,RS,2658.13,13978.4,0,45693,2034820.5999999987,2037478.7299999986
TXN000573,20260219,ACC192785,19,PUN,450681,20260224,41363052.4,ADJ,Y,Y,AUTO-GEN,65,55501,RM,1580.51,4881.6,1,45321,2037478.7299999986,2039059.2399999986
TXN000574,20250727,ACC668556,19,PUN,452428,20250728,43359921.63,ADJ,Y,N,AUTO-GEN,98,55791,RS,-431.39,33343.0,0,45400,2039059.2399999986,2038627.8499999987
TXN000575,20250810,ACC438635,49,CHE,459982,20250815,43390527.91,ADJ,Y,Y,AUTO-GEN,74,55108,RM,-4397.0,31781.1,0,45259,2038627.8499999987,2034230.8499999987
TXN000576,20250517,ACC921416,19,DEL,451339,20250522,41470750.39,ADJ,Y,N,AUTO-GEN,29,55919,RM,-3827.62,17908.6,0,45795,2034230.8499999987,2030403.2299999986
TXN000577,20250728,ACC349961,78,DEL,456600,20250801,48142555.03,POST,N,Y,AUTO-GEN,87,55641,RM,-3692.28,19472.3,0,45164,2030403.2299999986,2026710.9499999986
TXN000578,20260304,ACC444852,78,CHE,450483,20260304,43877371.19,ADJ,Y,N,AUTO-GEN,12,55822,RS,416.53,10216.6,0,45769,2026710.9499999986,2027127.4799999986
TXN000579,20250701,ACC986030,10,DEL,456642,20250704,45235312.04,ADJ,N,Y,AUTO-GEN,31,55275,RM,1010.9,19888.4,1,45589,2027127.4799999986,2028138.3799999985
TXN000580,20251230,ACC764602,20,CHE,458571,20260102,43500406.03,POST,N,N,AUTO-GEN,23,55280,RM,-3268.95,29847.5,0,45539,2028138.3799999985,2024869.4299999985
TXN000581,20250414,ACC111131,19,HYD,452486,20250415,43676370.23,POST,Y,Y,AUTO-GEN,41,55432,RS,2779.09,33870.3,1,45512,2024869.4299999985,2027648.5199999986
TXN000582,20250822,ACC942008,19,DEL,453022,20250827,45497094.14,ADJ,Y,N,AUTO-GEN,27,55670,RS,-2655.48,11472.5,1,45379,2027648.5199999986,2024993.0399999986
TXN000583,20260108,ACC612746,10,HYD,457059,20260113,49765514.05,ADJ,Y,Y,AUTO-GEN,59,55547,RM,-1668.58,17304.2,0,45763,2024993.0399999986,2023324.4599999986
TXN000584,20260323,ACC451325,78,MUM,454918,20260327,48861591.27,POST,N,N,AUTO-GEN,11,55509,RS,4106.98,39371.3,1,45784,2023324.4599999986,2027431.4399999985
TXN000585,20251007,ACC369340,10,PUN,455551,20251008,49150666.29,ADJ,Y,N,AUTO-GEN,13,55292,RM,1735.49,6151.6,1,45625,2027431.4399999985,2029166.9299999985
TXN000586,20250411,ACC740262,20,PUN,453512,20250412,41811731.61,POST,Y,Y,AUTO-GEN,47,55131,RS,-1449.51,16235.1,0,45953,2029166.9299999985,2027717.4199999985
TXN000587,20250802,ACC190063,49,PUN,452951,20250806,45915204.44,ADJ,N,N,AUTO-GEN,11,55978,RS,-3714.18,30526.9,0,45806,2027717.4199999985,2024003.2399999986
TXN000588,20250901,ACC313368,19,MUM,456532,20250904,40965536.08,ADJ,N,Y,AUTO-GEN,92,55164,RS,4415.96,3492.3,0,45021,2024003.2399999986,2028419.1999999986
